uid,db,ID
Q99549,GeneCards,MPHOSPH8
Q99550,GeneCards,MPHOSPH9
Q10713,GeneCards,PMPCA
O75439,GeneCards,PMPCB
O15442,GeneCards,MPPED1
Q15777,GeneCards,MPPED2
Q53F39,GeneCards,MPPE1
P20645,GeneCards,M6PR
Q6WCQ1,GeneCards,MPRIP
P11717,GeneCards,IGF2R
A8MV57,GeneCards,MPTX1
O75352,GeneCards,MPDU1
P39210,GeneCards,MPV17
O95297,GeneCards,MPZL1
O60487,GeneCards,MPZL2
Q6UWV2,GeneCards,MPZL3
Q96HT8,GeneCards,MRFAP1L1
Q96G30,GeneCards,MRAP2
Q8TCY5,GeneCards,MRAP
Q2M3A8,GeneCards,MRGPRG-AS1
P22897,GeneCards,MRC1
Q9UBG0,GeneCards,MRC2
Q5VT25,GeneCards,CDC42BPA
Q9Y5S2,GeneCards,CDC42BPB
Q6DT37,GeneCards,CDC42BPG
A0A1B0GUY1,GeneCards,MARCOL
P49959,GeneCards,MRE11
Q8N565,GeneCards,MREG
Q9P0P8,GeneCards,MTRES1
Q96LU7,GeneCards,MYRFL
Q9NV56,GeneCards,MRGBP
Q8TDS7,GeneCards,MRGPRD
Q86SM8,GeneCards,MRGPRE
Q96AM1,GeneCards,MRGPRF
Q86SM5,GeneCards,MRGPRG
Q96LB2,GeneCards,MRGPRX1
Q96LB1,GeneCards,MRGPRX2
Q96LB0,GeneCards,MRGPRX3
Q96LA9,GeneCards,MRGPRX4
Q6IN84,GeneCards,MRM1
Q9UI43,GeneCards,MRM2
Q9HC36,GeneCards,MRM3
Q6NTE8,GeneCards,MRNIP
A6NES4,GeneCards,MROH2A
Q7Z745,GeneCards,MROH2B
Q8NDA8,GeneCards,MROH1
Q6ZUA9,GeneCards,MROH5
A6NGR9,GeneCards,MROH6
Q68CQ1,GeneCards,MROH7
Q9H579,GeneCards,MROH8
Q5TGP6,GeneCards,MROH9
P33527,GeneCards,ABCC1
Q92887,GeneCards,ABCC2
O15438,GeneCards,ABCC3
O15439,GeneCards,ABCC4
O15440,GeneCards,ABCC5
O95255,GeneCards,ABCC6
Q5T3U5,GeneCards,ABCC10
Q96J66,GeneCards,ABCC11
Q96J65,GeneCards,ABCC12
O15091,GeneCards,PRORP
P49006,GeneCards,MARCKSL1
Q9HD23,GeneCards,MRS2
Q9UKD2,GeneCards,MRTO4
Q969V6,GeneCards,MRTFA
Q9ULH7,GeneCards,MRTFB
Q9NYP9,GeneCards,MIS18A
O43482,GeneCards,OIP5
Q8N5Y2,GeneCards,MSL3
P0C860,GeneCards,MSL3P1
Q96HJ5,GeneCards,MS4A3
Q9H3V2,GeneCards,MS4A5
Q9GZW8,GeneCards,MS4A7
Q6ZTZ1,GeneCards,MSANTD1
Q6P1R3,GeneCards,MSANTD2
Q96H12,GeneCards,MSANTD3
Q8NCY6,GeneCards,MSANTD4
A0A3B3IT52,GeneCards,MSANTD5
A0A1W2PQ72,GeneCards,LOC100421372
A6NI15,GeneCards,MSGN1
P43246,GeneCards,MSH2
P20585,GeneCards,MSH3
O15457,GeneCards,MSH4
O43196,GeneCards,MSH5
P52701,GeneCards,MSH6
Q01726,GeneCards,MC1R
O43347,GeneCards,MSI1
Q96DH6,GeneCards,MSI2
Q68DK7,GeneCards,MSL1
Q9HCI7,GeneCards,MSL2
Q96KJ4,GeneCards,MSLNL
Q13421,GeneCards,MSLN
P08118,GeneCards,MSMB
Q15800,GeneCards,MSMO1
Q1L6U9,GeneCards,MSMP
Q9UJG1,GeneCards,MOSPD1
Q8NHP6,GeneCards,MOSPD2
O75425,GeneCards,MOSPD3
Q9UJ68,GeneCards,MSRA
Q9NZV6,GeneCards,MSRB1
Q9Y3D2,GeneCards,MSRB2
Q8IXL7,GeneCards,MSRB3
P21757,GeneCards,MSR1
P47224,GeneCards,RABIF
Q4VC12,GeneCards,MSS51
Q2TV78,GeneCards,MST1L
Q8IVN3,GeneCards,MUSTN1
Q9BUK6,GeneCards,MSTO1
Q9BYG7,GeneCards,MRO
P28360,GeneCards,MSX1
P35548,GeneCards,MSX2
P04731,GeneCards,MT1A
P07438,GeneCards,MT1B
A1L3X4,GeneCards,MT1DP
P04732,GeneCards,MT1E
P04733,GeneCards,MT1F
P13640,GeneCards,MT1G
P80294,GeneCards,MT1H
Q93083,GeneCards,MT1L
Q8N339,GeneCards,MT1M
P80297,GeneCards,MT1X
Q8WXB1,GeneCards,METTL21A
Q5VZV1,GeneCards,METTL21C
Q9H867,GeneCards,VCPKMT
A6NDL7,GeneCards,METTL21EP
Q96FB5,GeneCards,METTL25B
P02795,GeneCards,MT2A
P25713,GeneCards,MT3
P47944,GeneCards,MT4
Q13330,GeneCards,MTA1
O94776,GeneCards,MTA2
Q9BTC8,GeneCards,MTA3
Q86U44,GeneCards,METTL3
P11137,GeneCards,MAP2
Q13126,GeneCards,MTAP
Q96DY7,GeneCards,MTBP
Q9NZJ7,GeneCards,MTCH1
Q9Y6C9,GeneCards,MTCH2
Q9Y4B5,GeneCards,MTCL1
P56278,GeneCards,MTCP1
Q9H903,GeneCards,MTHFD2L
P13995,GeneCards,MTHFD2
Q99551,GeneCards,MTERF1
Q49AM1,GeneCards,MTERF2
Q96E29,GeneCards,MTERF3
Q7Z6M4,GeneCards,MTERF4
Q14872,GeneCards,MTF1
Q9Y483,GeneCards,MTF2
Q9UDX5,GeneCards,MTFP1
Q15390,GeneCards,MTFR1
Q6P444,GeneCards,MTFR2
O75081,GeneCards,CBFA2T3
Q9BT17,GeneCards,MTG1
Q9H4K7,GeneCards,MTG2
O43439,GeneCards,CBFA2T2
Q06455,GeneCards,RUNX1T1
P49914,GeneCards,MTHFS
P42898,GeneCards,MTHFR
Q2M296,GeneCards,MTHFSD
Q96S19,GeneCards,METTL26
Q9Y4I5,GeneCards,TESMIN
Q8NCU8,GeneCards,MTLN
O43193,GeneCards,MLNR
Q13496,GeneCards,MTM1
Q13613,GeneCards,MTMR1
Q13614,GeneCards,MTMR2
Q13615,GeneCards,MTMR3
Q9NYA4,GeneCards,MTMR4
O95248,GeneCards,SBF1
Q9Y217,GeneCards,MTMR6
Q9Y216,GeneCards,MTMR7
Q96EF0,GeneCards,MTMR8
Q96QG7,GeneCards,MTMR9
Q9NXD2,GeneCards,MTMR10
A4FU01,GeneCards,MTMR11
Q9C0I1,GeneCards,MTMR12
Q86WG5,GeneCards,SBF2
Q8NCE2,GeneCards,MTMR14
Q9BV20,GeneCards,MRI1
Q96GX9,GeneCards,APIP
Q9BV57,GeneCards,ADI1
Q9Y2Z2,GeneCards,MTO1
P42345,GeneCards,MTOR
P58546,GeneCards,MTPN
P55157,GeneCards,MTTP
P48039,GeneCards,MTNR1A
P49286,GeneCards,MTNR1B
Q13585,GeneCards,GPR50
P42285,GeneCards,MTREX
Q9H3J6,GeneCards,MTRFR
Q9UBK8,GeneCards,MTRR
O43312,GeneCards,MTSS1
Q765P7,GeneCards,MTSS2
O75648,GeneCards,TRMU
Q8N3F0,GeneCards,MTURN
Q9ULD2,GeneCards,MTUS1
Q5JR59,GeneCards,MTUS2
Q13505,GeneCards,MTX1
O75431,GeneCards,MTX2
Q5HYI7,GeneCards,MTX3
Q9UKN1,GeneCards,MUC12
Q9H3R2,GeneCards,MUC13
Q8N387,GeneCards,MUC15
Q8WXI7,GeneCards,MUC16
Q685J3,GeneCards,MUC17
P43121,GeneCards,MCAM
Q7Z5P9,GeneCards,MUC19
P15941,GeneCards,MUC1
Q8N307,GeneCards,MUC20
Q5SSG8,GeneCards,MUC21
E2RYF6,GeneCards,MUC22
Q04900,GeneCards,CD164
Q02817,GeneCards,MUC2
Q02505,GeneCards,MUC3A
Q9H195,GeneCards,MUC3B
Q99102,GeneCards,MUC4
P98088,GeneCards,MUC5AC
Q9HC84,GeneCards,MUC5B
Q6W4X9,GeneCards,MUC6
Q8TAX7,GeneCards,MUC7
Q9ULC0,GeneCards,EMCN
Q96DR8,GeneCards,MUCL1
Q3MIW9,GeneCards,MUCL3
Q969V5,GeneCards,MUL1
Q96NY9,GeneCards,MUS81
O60682,GeneCards,MSC
O15146,GeneCards,MUSK
Q8N9H8,GeneCards,EXD3
P22033,GeneCards,MMUT
Q9UIF7,GeneCards,MUTYH
P53602,GeneCards,MVD
Q14764,GeneCards,MVP
P20591,GeneCards,MX1
P20592,GeneCards,MX2
P50539,GeneCards,MXI1
Q9NR99,GeneCards,MXRA5
P84157,GeneCards,MXRA7
Q9BRK3,GeneCards,MXRA8
Q96JP2,GeneCards,MYO15B
Q92614,GeneCards,MYO18A
Q8IUG5,GeneCards,MYO18B
Q96S97,GeneCards,MYADM
P10243,GeneCards,MYBL1
P10244,GeneCards,MYBL2
Q13203,GeneCards,MYBPH
Q8TBZ2,GeneCards,MYCBPAP
P10242,GeneCards,MYB
O75592,GeneCards,MYCBP2
Q99417,GeneCards,MYCBP
Q8IZQ8,GeneCards,MYOCD
P12524,GeneCards,MYCL
P04198,GeneCards,MYCN
A0A1B0GUC4,GeneCards,MYOCOS
P12525,GeneCards,MYCLP1
Q7Z401,GeneCards,DENND4A
Q8N699,GeneCards,MYCT1
Q96QE2,GeneCards,SLC2A13
P01106,GeneCards,MYC
Q99836,GeneCards,MYD88
Q969H8,GeneCards,MYDGF
Q9P2K5,GeneCards,MYEF2
Q96EZ4,GeneCards,MYEOV
P13349,GeneCards,MYF5
P23409,GeneCards,MYF6
Q9HB07,GeneCards,MYG1
P02144,GeneCards,MB
P35580,GeneCards,MYH10
P35749,GeneCards,MYH11
Q9UKX3,GeneCards,MYH13
Q7Z406,GeneCards,MYH14
Q9Y2K3,GeneCards,MYH15
Q9H6N6,GeneCards,MYH16
P12882,GeneCards,MYH1
Q9UKX2,GeneCards,MYH2
P11055,GeneCards,MYH3
Q9Y623,GeneCards,MYH4
P13533,GeneCards,MYH6
A7E2Y1,GeneCards,MYH7B
P12883,GeneCards,MYH7
P13535,GeneCards,MYH8
P35579,GeneCards,MYH9
Q9BUA6,GeneCards,MYL10
Q96A32,GeneCards,MYLPF
P05976,GeneCards,MYL1
P08590,GeneCards,MYL3
P12829,GeneCards,MYL4
Q02045,GeneCards,MYL5
P14649,GeneCards,MYL6B
P60660,GeneCards,MYL6
P24844,GeneCards,MYL9
Q8WY64,GeneCards,MYLIP
Q9H1R3,GeneCards,MYLK2
Q32MK0,GeneCards,MYLK3
Q86YV6,GeneCards,MYLK4
Q15746,GeneCards,MYLK
A6NI61,GeneCards,MYMK
A0A1B0GTQ4,GeneCards,MYMX
Q9NPC7,GeneCards,MYNN
Q9HD67,GeneCards,MYO10
Q9UKN7,GeneCards,MYO15A
Q9Y6X6,GeneCards,MYO16
Q96H55,GeneCards,MYO19
Q9UBC5,GeneCards,MYO1A
O43795,GeneCards,MYO1B
O00159,GeneCards,MYO1C
O94832,GeneCards,MYO1D
Q12965,GeneCards,MYO1E
O00160,GeneCards,MYO1F
B0I1T2,GeneCards,MYO1G
Q8N1T3,GeneCards,MYO1H
Q8NEV4,GeneCards,MYO3A
Q8WXR4,GeneCards,MYO3B
Q9Y4I1,GeneCards,MYO5A
Q9ULV0,GeneCards,MYO5B
Q9NQX4,GeneCards,MYO5C
Q9UM54,GeneCards,MYO6
Q13402,GeneCards,MYO7A
Q6PIF6,GeneCards,MYO7B
B2RTY4,GeneCards,MYO9A
Q13459,GeneCards,MYO9B
Q99972,GeneCards,MYOC
P15172,GeneCards,MYOD1
Q9NZM1,GeneCards,MYOF
P15173,GeneCards,MYOG
P52179,GeneCards,MYOM1
P54296,GeneCards,MYOM2
Q5VTT5,GeneCards,MYOM3
Q5VU43,GeneCards,PDE4DIP
Q6NSJ0,GeneCards,MYORG
Q9UBF9,GeneCards,MYOT
Q9NP98,GeneCards,MYOZ1
Q9NPC6,GeneCards,MYOZ2
Q8TDC0,GeneCards,MYOZ3
P25189,GeneCards,MPZ
P02689,GeneCards,PMP2
Q00872,GeneCards,MYBPC1
Q14324,GeneCards,MYBPC2
Q14896,GeneCards,MYBPC3
Q86TC9,GeneCards,MYPN
Q86VE0,GeneCards,MYPOP
P60201,GeneCards,PLP1
O14974,GeneCards,PPP1R12A
O60237,GeneCards,PPP1R12B
Q9Y2G1,GeneCards,MYRF
Q8NFW9,GeneCards,MYRIP
Q5VVJ2,GeneCards,MYSM1
Q9UL68,GeneCards,MYT1L
Q01538,GeneCards,MYT1
P0CAP1,GeneCards,MYZAP
Q8WU39,GeneCards,MZB1
P28698,GeneCards,MZF1
Q08AG7,GeneCards,MZT1
Q6P582,GeneCards,MZT2A
Q6NZ67,GeneCards,MZT2B
Q5TBK1,GeneCards,N4BP2L1
Q92802,GeneCards,N4BP2L2
O75113,GeneCards,N4BP1
Q86UW6,GeneCards,N4BP2
O15049,GeneCards,N4BP3
Q9H1M0,GeneCards,NUP62CL
Q9Y5N5,GeneCards,N6AMT1
P41227,GeneCards,NAA10
Q9BSU3,GeneCards,NAA11
Q9BXJ9,GeneCards,NAA15
Q6N069,GeneCards,NAA16
P61599,GeneCards,NAA20
Q14CX7,GeneCards,NAA25
Q147X3,GeneCards,NAA30
Q5VZE5,GeneCards,NAA35
Q86UY6,GeneCards,NAA40
Q9GZZ1,GeneCards,NAA50
Q9H7X0,GeneCards,NAA60
Q93015,GeneCards,NAA80
Q02083,GeneCards,NAAA
Q13506,GeneCards,NAB1
Q15742,GeneCards,NAB2
P32418,GeneCards,SLC8A1
Q9UPR5,GeneCards,SLC8A2
P57103,GeneCards,SLC8A3
Q9H009,GeneCards,NACA2
O15069,GeneCards,NACAD
E9PAV3,GeneCards,NACA
Q13765,GeneCards,NACA
Q96RE7,GeneCards,NACC1
Q96BF6,GeneCards,NACC2
Q53FP2,GeneCards,TMEM35A
Q9BZK3,GeneCards,NACA4P
Q9BWU0,GeneCards,SLC4A1AP
Q15274,GeneCards,QPRT
Q6IA69,GeneCards,NADSYN1
O95544,GeneCards,NADK
Q58DX5,GeneCards,NAALADL2
Q96HR8,GeneCards,NAF1
P17050,GeneCards,NAGA
Q9Y303,GeneCards,AMDHD2
Q9UJ70,GeneCards,NAGK
Q9UK23,GeneCards,NAGPA
Q8N159,GeneCards,NAGS
Q69YI7,GeneCards,NAIF1
Q4G0N4,GeneCards,NADK2
Q86W26,GeneCards,NLRP10
P59045,GeneCards,NLRP11
P59046,GeneCards,NLRP12
Q86W25,GeneCards,NLRP13
Q86W24,GeneCards,NLRP14
Q8IZF0,GeneCards,NALCN
Q9Y3Q0,GeneCards,NAALAD2
Q9UQQ1,GeneCards,NAALADL1
B1AL88,GeneCards,NALF1
O75949,GeneCards,NALF2
Q9NX02,GeneCards,NLRP2
Q96MN2,GeneCards,NLRP4
P59047,GeneCards,NLRP5
Q8WX94,GeneCards,NLRP7
Q86W28,GeneCards,NLRP8
P43490,GeneCards,NAMPT
Q8N7R0,GeneCards,NANOGP1
Q7Z5D8,GeneCards,NANOGNB
Q8WY41,GeneCards,NANOS1
P60321,GeneCards,NANOS2
P60323,GeneCards,NANOS3
Q9H9S0,GeneCards,NANOG
Q6NSW7,GeneCards,NANOGP8
Q8TBE9,GeneCards,NANP
Q6IQ20,GeneCards,NAPEPLD
O96009,GeneCards,NAPSA
P52961,GeneCards,ART1
Q13508,GeneCards,ART3
Q93070,GeneCards,ART4
Q96L15,GeneCards,ART5
Q9UHQ1,GeneCards,NARF
P0DI83,GeneCards,RAB34
P49321,GeneCards,NASP
Q9H0A0,GeneCards,NAT10
Q8WUY8,GeneCards,NAT14
Q8N8M0,GeneCards,NAT16
Q9UHF3,GeneCards,NAT8B
Q8N9F0,GeneCards,NAT8L
Q9UHE5,GeneCards,NAT8
Q9BTE0,GeneCards,NAT9
Q8N6N6,GeneCards,NATD1
Q8NEY1,GeneCards,NAV1
Q8IVL1,GeneCards,NAV2
Q8IVL0,GeneCards,NAV3
Q9UHQ9,GeneCards,CYB5R1
Q6BCY4,GeneCards,CYB5R2
P00387,GeneCards,CYB5R3
Q7L1T6,GeneCards,CYB5R4
Q6IPT4,GeneCards,CYB5RL
A2RRP1,GeneCards,NBAS
A0A0U1RRE5,GeneCards,NBDY
Q8NFP9,GeneCards,NBEA
Q6ZS30,GeneCards,NBEAL1
Q6ZNJ1,GeneCards,NBEAL2
P41271,GeneCards,NBL1
O60934,GeneCards,NBN
Q3BBV0,GeneCards,NBPF1
Q9H094,GeneCards,NBPF3
Q96M43,GeneCards,NBPF4
Q86XG9,GeneCards,NBPF5P
Q5VWK0,GeneCards,NBPF6
P0C2Y1,GeneCards,NBPF7P
Q3BBV2,GeneCards,NBPF8
P0DPF3,GeneCards,NBPF9
Q6P3W6,GeneCards,NBPF10
Q86T75,GeneCards,NBPF11
Q5TAG4,GeneCards,NBPF12
Q5TI25,GeneCards,NBPF14
Q8N660,GeneCards,NBPF15
A0A087WUL8,GeneCards,NBPF19
P0DPF2,GeneCards,NBPF20
B4DH59,GeneCards,NBPF26
Q14596,GeneCards,NBR1
Q14919,GeneCards,DRAP1
Q01658,GeneCards,DR1
Q8NCQ3,GeneCards,LINC00301
Q6ZUF6,GeneCards,LINC00336
P61601,GeneCards,NCALD
P13591,GeneCards,NCAM1
O15394,GeneCards,NCAM2
O14594,GeneCards,NCAN
Q69YL0,GeneCards,NCBP2AS2
A6PVI3,GeneCards,NCBP2L
Q09161,GeneCards,NCBP1
P52298,GeneCards,NCBP2
Q53F19,GeneCards,NCBP3
Q9UBB6,GeneCards,NCDN
Q6PIU2,GeneCards,NCEH1
A6NI72,GeneCards,NCF1B
A8MVU1,GeneCards,NCF1C
P14598,GeneCards,NCF1
P19878,GeneCards,NCF2
Q15080,GeneCards,NCF4
O00533,GeneCards,CHL1
P16333,GeneCards,NCK1
O43639,GeneCards,NCK2
Q9HCH0,GeneCards,NCKAP5L
Q9Y2A7,GeneCards,NCKAP1
O14513,GeneCards,NCKAP5
P55160,GeneCards,NCKAP1L
O60721,GeneCards,SLC24A1
Q9UI40,GeneCards,SLC24A2
Q9HC58,GeneCards,SLC24A3
Q8NFF2,GeneCards,SLC24A4
Q71RS6,GeneCards,SLC24A5
Q969V3,GeneCards,NCLN
Q6J4K2,GeneCards,SLC8B1
Q5T1S8,GeneCards,NCMAP
Q15788,GeneCards,NCOA1
Q15596,GeneCards,NCOA2
Q9Y6Q9,GeneCards,NCOA3
Q13772,GeneCards,NCOA4
Q9HCD5,GeneCards,NCOA5
Q14686,GeneCards,NCOA6
Q8NI08,GeneCards,NCOA7
O75376,GeneCards,NCOR1
Q9Y618,GeneCards,NCOR2
P16435,GeneCards,POR
P62166,GeneCards,NCS1
O76036,GeneCards,NCR1
O95944,GeneCards,NCR2
O14931,GeneCards,NCR3
P40205,GeneCards,MYCNOS
Q9BTX1,GeneCards,NDC1
O14777,GeneCards,NDC80
Q9NXR1,GeneCards,NDE1
Q9GZM8,GeneCards,NDEL1
Q13562,GeneCards,NEUROD1
Q15784,GeneCards,NEUROD2
Q9HD90,GeneCards,NEUROD4
Q96NK8,GeneCards,NEUROD6
Q13232,GeneCards,NME3
P56597,GeneCards,NME5
O75414,GeneCards,NME6
Q9Y5B8,GeneCards,NME7
O60361,GeneCards,NME2P1
P15531,GeneCards,NME1
P22392,GeneCards,NME2
O00746,GeneCards,NME4
Q8TB73,GeneCards,NDNF
Q9UHB4,GeneCards,NDOR1
Q00604,GeneCards,NDP
Q92597,GeneCards,NDRG1
Q9UN36,GeneCards,NDRG2
Q9UGV2,GeneCards,NDRG3
Q9ULP0,GeneCards,NDRG4
P52848,GeneCards,NDST1
P52849,GeneCards,NDST2
O95803,GeneCards,NDST3
Q9H3R1,GeneCards,NDST4
O15239,GeneCards,NDUFA1
O43678,GeneCards,NDUFA2
O95167,GeneCards,NDUFA3
O00483,GeneCards,NDUFA4
Q16718,GeneCards,NDUFA5
P56556,GeneCards,NDUFA6
O95182,GeneCards,NDUFA7
P51970,GeneCards,NDUFA8
Q16795,GeneCards,NDUFA9
O95299,GeneCards,NDUFA10
Q86Y39,GeneCards,NDUFA11
Q9UI09,GeneCards,NDUFA12
Q9P0J0,GeneCards,NDUFA13
O75438,GeneCards,NDUFB1
O95178,GeneCards,NDUFB2
O43676,GeneCards,NDUFB3
O95168,GeneCards,NDUFB4
O43674,GeneCards,NDUFB5
O95139,GeneCards,NDUFB6
P17568,GeneCards,NDUFB7
O95169,GeneCards,NDUFB8
Q9Y6M9,GeneCards,NDUFB9
O96000,GeneCards,NDUFB10
Q9NX14,GeneCards,NDUFB11
O43677,GeneCards,NDUFC1
O95298,GeneCards,NDUFC2
E9PQ53,GeneCards,NDUFC2-KCTD14
Q8N183,GeneCards,NDUFAF2
Q9BU61,GeneCards,NDUFAF3
Q9P032,GeneCards,NDUFAF4
Q5TEU4,GeneCards,NDUFAF5
Q330K2,GeneCards,NDUFAF6
Q7L592,GeneCards,NDUFAF7
A1L188,GeneCards,NDUFAF8
P28331,GeneCards,NDUFS1
O75306,GeneCards,NDUFS2
O75489,GeneCards,NDUFS3
O43181,GeneCards,NDUFS4
O43920,GeneCards,NDUFS5
O75380,GeneCards,NDUFS6
O75251,GeneCards,NDUFS7
O00217,GeneCards,NDUFS8
P49821,GeneCards,NDUFV1
P19404,GeneCards,NDUFV2
P56181,GeneCards,NDUFV3
Q8NBZ9,GeneCards,NEXN-AS1
Q9ULJ8,GeneCards,PPP1R9A
Q96SB3,GeneCards,PPP1R9B
O76041,GeneCards,NEBL
P20929,GeneCards,NEB
P29120,GeneCards,PCSK1
P16519,GeneCards,PCSK2
Q8N987,GeneCards,NECAB1
Q7Z6G3,GeneCards,NECAB2
Q96P71,GeneCards,NECAB3
Q99608,GeneCards,NDN
Q8NC96,GeneCards,NECAP1
Q9NVZ3,GeneCards,NECAP2
Q15223,GeneCards,NECTIN1
Q92692,GeneCards,NECTIN2
Q9NQS3,GeneCards,NECTIN3
Q96NY8,GeneCards,NECTIN4
Q96PU5,GeneCards,NEDD4L
Q8NHV4,GeneCards,NEDD1
P46934,GeneCards,NEDD4
Q15843,GeneCards,NEDD8
Q7Z3B1,GeneCards,NEGR1
Q96FI4,GeneCards,NEIL1
Q969S2,GeneCards,NEIL2
Q8TAT5,GeneCards,NEIL3
Q6ZWH5,GeneCards,NEK10
Q8NG66,GeneCards,NEK11
Q96PY6,GeneCards,NEK1
P51955,GeneCards,NEK2
P51956,GeneCards,NEK3
P51957,GeneCards,NEK4
Q6P3R8,GeneCards,NEK5
Q9HC98,GeneCards,NEK6
Q8TDX7,GeneCards,NEK7
Q86SG6,GeneCards,NEK8
Q8TD19,GeneCards,NEK9
Q9H3P2,GeneCards,NELFA
Q8WX92,GeneCards,NELFB
Q8IXH7,GeneCards,NELFCD
P18615,GeneCards,NELFE
Q92832,GeneCards,NELL1
Q99435,GeneCards,NELL2
O60524,GeneCards,NEMF
Q9Y6K9,GeneCards,IKBKG
O14524,GeneCards,NEMP1
A6NFY4,GeneCards,NEMP2
Q9UMX5,GeneCards,NENF
Q92859,GeneCards,NEO1
Q92979,GeneCards,EMG1
Q8N9A8,GeneCards,CNEP1R1
Q6NW34,GeneCards,NEPRO
P08473,GeneCards,MME
P48681,GeneCards,NES
O95631,GeneCards,NTN1
O00634,GeneCards,NTN3
Q9HB63,GeneCards,NTN4
Q8WTR8,GeneCards,NTN5
Q8TDF5,GeneCards,NETO1
Q8NC67,GeneCards,NETO2
P56730,GeneCards,PRSS12
A8MQ27,GeneCards,NEURL1B
P01178,GeneCards,OXT
P01185,GeneCards,AVP
Q8NFW8,GeneCards,CMAS
Q8WUJ1,GeneCards,CYB5D2
Q92686,GeneCards,NRGN
O76050,GeneCards,NEURL1
Q9BR09,GeneCards,NEURL2
Q96EH8,GeneCards,NEURL3
Q96JN8,GeneCards,NEURL4
Q9BYT8,GeneCards,NLN
P17677,GeneCards,GAP43
Q99519,GeneCards,NEU1
Q9Y3R4,GeneCards,NEU2
Q9UQ49,GeneCards,NEU3
Q8WWR8,GeneCards,NEU4
Q99574,GeneCards,SERPINI1
P30990,GeneCards,NTS
Q5QGS0,GeneCards,NEXMIF
Q0ZGT2,GeneCards,NEXN
P21359,GeneCards,NF1
Q8NCF5,GeneCards,NFATC2IP
Q14494,GeneCards,NFE2L1
Q16236,GeneCards,NFE2L2
Q9Y4A8,GeneCards,NFE2L3
O95644,GeneCards,NFATC1
Q13469,GeneCards,NFATC2
Q12968,GeneCards,NFATC3
Q14934,GeneCards,NFATC4
Q8NET5,GeneCards,NFAM1
O94856,GeneCards,NFASC
O94916,GeneCards,NFAT5
Q16621,GeneCards,NFE2
Q86UQ8,GeneCards,NFE4
P12036,GeneCards,NEFH
Q12857,GeneCards,NFIA
O00712,GeneCards,NFIB
P08651,GeneCards,NFIC
Q16649,GeneCards,NFIL3
A0A5F9ZHS7,GeneCards,NFILZ
Q9BT67,GeneCards,NDFIP1
Q9NV92,GeneCards,NDFIP2
Q14938,GeneCards,NFIX
P19838,GeneCards,NFKB1
Q00653,GeneCards,NFKB2
P07196,GeneCards,NEFL
P07197,GeneCards,NEFM
Q6P4R8,GeneCards,NFRKB
Q9Y697,GeneCards,NFS1
Q9UMS0,GeneCards,NFU1
Q12986,GeneCards,NFX1
Q6ZNB6,GeneCards,NFXL1
P23511,GeneCards,NFYA
P25208,GeneCards,NFYB
Q13952,GeneCards,NFYC
P80188,GeneCards,LCN2
Q9UJF2,GeneCards,RASAL2
Q96E22,GeneCards,NUS1
Q9NPG2,GeneCards,NGB
Q8NEJ9,GeneCards,NGDN
Q8N5V2,GeneCards,NGEF
P01138,GeneCards,NGF
Q96IV0,GeneCards,NGLY1
Q92886,GeneCards,NEUROG1
Q9H2A3,GeneCards,NEUROG2
Q9Y4Z2,GeneCards,NEUROG3
Q9NPE2,GeneCards,NGRN
P55769,GeneCards,SNU13
Q9H9Q4,GeneCards,NHEJ1
Q6VVB1,GeneCards,NHLRC1
Q8NBF2,GeneCards,NHLRC2
Q5JS37,GeneCards,NHLRC3
P0CG21,GeneCards,NHLRC4
Q9NX24,GeneCards,NHP2
O14745,GeneCards,SLC9A3R1
Q15599,GeneCards,SLC9A3R2
Q5T2W1,GeneCards,PDZK1
Q86UT5,GeneCards,PDZD3
Q5SYE7,GeneCards,NHSL1
Q5HYW2,GeneCards,NHSL2
Q6T4R5,GeneCards,NHS
Q9BZQ8,GeneCards,NIBAN1
Q96TA1,GeneCards,NIBAN2
Q86XR2,GeneCards,NIBAN3
Q92542,GeneCards,NCSTN
Q9BSH3,GeneCards,NICN1
P14543,GeneCards,NID1
Q14112,GeneCards,NID2
Q9GZT8,GeneCards,NIF3L1
Q8IY84,GeneCards,NIM1K
Q92982,GeneCards,NINJ1
Q9NZG7,GeneCards,NINJ2
Q9Y2I6,GeneCards,NINL
Q8N4C6,GeneCards,NIN
Q9Y221,GeneCards,NIP7
Q7RTP0,GeneCards,NIPA1
Q8N8Q9,GeneCards,NIPA2
Q6NVV3,GeneCards,NIPAL1
Q0D2K0,GeneCards,NIPAL4
Q6KC79,GeneCards,NIPBL
Q9BPW8,GeneCards,NIPSNAP1
O75323,GeneCards,NIPSNAP2
Q9Y2I1,GeneCards,NISCH
Q86X76,GeneCards,NIT1
Q9NQR4,GeneCards,NIT2
Q9HAS0,GeneCards,C17orf75
P25103,GeneCards,TACR1
P21452,GeneCards,TACR2
P29371,GeneCards,TACR3
Q4KMZ8,GeneCards,NKAIN1
Q5VXU1,GeneCards,NKAIN2
Q8N8D7,GeneCards,NKAIN3
Q8IVV8,GeneCards,NKAIN4
Q6ZUT1,GeneCards,NKAPD1
Q5M9Q1,GeneCards,NKAPL
Q8N5F7,GeneCards,NKAP
Q969G9,GeneCards,NKD1
Q969F2,GeneCards,NKD2
P26715,GeneCards,KLRC1
P26717,GeneCards,KLRC2
P26718,GeneCards,KLRK1
Q07444,GeneCards,KLRC3
