UniprotID,Protein_Accession
P22141,NP_010928.1
P22141,NM_001178903.1
P30656,NP_015428.1
P30656,NM_001184200.1
P23724,NP_009512.1
P23724,NM_001178281.1
P30657,NP_116708.1
P30657,NM_001180015.1
P50086,NP_011748.3
P50086,NM_001181361.3
P39006,NP_014230.1
P39006,NM_001183007.1
P53037,NP_011686.1
P53037,NM_001181299.1
Q12488,NP_010296.3
Q12488,NM_001180321.3
P40359,NP_012463.1
P40359,NM_001181505.1
Q12146,NP_014495.2
Q12146,NM_001183400.1
P36081,NP_012846.1
P36081,NM_001179643.1
Q12161,NP_014587.1
Q12161,NM_001183309.1
P31374,NP_009385.2
P31374,NM_001178162.2
Q08217,NP_014597.1
Q08217,NM_001183299.1
P40555,NP_012259.3
P40555,NM_001179357.3
P30620,NP_013857.1
P30620,NM_001182639.1
P50896,NP_010793.2
P50896,NM_001180813.2
P50109,NP_013695.2
P50109,NM_001182375.1
Q07800,NP_013091.1
Q07800,NM_001181830.1
Q07949,NP_013119.1
Q07949,NM_001181906.1
P08456,NP_010943.3
P08456,NM_001178917.3
Q12355,NP_010340.1
Q12355,NM_001180363.1
Q12335,NP_010315.1
Q12335,NM_001180340.1
Q12318,NP_013480.1
Q12318,NM_001182265.1
P38958,NP_010364.1
P38958,NM_001180387.1
P08468,NP_013984.1
P08468,NM_001182764.1
Q02771,NP_010979.1
Q02771,NM_001178949.1
P10355,NP_011080.1
P10355,NM_001179043.1
P32606,NP_014660.1
P32606,NM_001183436.1
P47065,NP_012511.1
P47065,NM_001181457.1
Q02772,NP_012568.1
Q02772,NM_001181692.1
P32522,NP_013168.1
P32522,NM_001181954.1
P07390,NP_014443.3
P07390,NM_001183222.3
Q01329,NP_009356.1
Q01329,NM_001178188.1
P41903,NP_012553.3
P41903,NM_001181677.3
P34222,NP_009496.2
P34222,NM_001178297.2
P38876,NP_012059.3
P38876,NM_001179320.3
P39927,NP_011672.1
P39927,NM_001181285.1
P36002,NP_012723.3
P36002,NM_001179764.2
P47116,NP_012593.3
P47116,NM_001181717.3
P32857,NP_012885.2
P32857,NM_001179605.1
P25044,NP_010051.1
P25044,NM_001180290.1
P29461,NP_014851.3
P29461,NM_001183627.3
P40048,NP_010998.2
P40048,NM_001178966.2
P40454,NP_012113.1
P40454,NM_001179501.1
Q12461,NP_015173.1
Q12461,NM_001183966.1
P32901,NP_013019.1
P32901,NM_001179883.1
P43606,NP_116685.1
P43606,NM_001179994.1
P32588,NP_014382.1
P32588,NM_001182855.1
Q12221,NP_015367.1
Q12221,NM_001184139.1
Q07807,NP_013088.1
Q07807,NM_001181833.1
P25339,NP_011501.1
P25339,NM_001180879.1
Q04373,NP_010784.1
Q04373,NM_001180804.1
P40100,NP_011112.3
P40100,NM_001179075.3
Q06991,NP_013518.3
Q06991,NM_001182302.3
P40508,NP_012188.3
P40508,NM_001179427.3
P04046,NP_014029.1
P04046,NM_001182809.1
P07244,NP_011280.1
P07244,NM_001181100.1
P04161,NP_010696.3
P04161,NM_001180716.3
P38972,NP_011575.1
P38972,NM_001181190.1
P21264,NP_014771.3
P21264,NM_001183547.3
P27616,NP_009409.1
P27616,NM_001178216.1
Q05911,NP_013463.1
Q05911,NM_001182248.1
P54113,NP_013128.1
P54113,NM_001181915.1
P38009,NP_013839.1
P38009,NM_001182621.1
P80210,NP_014179.1
P80210,NM_001183058.1
Q12211,NP_015112.1
Q12211,NM_001184026.1
P53167,NP_011452.4
P53167,NM_001180928.4
P31115,NP_116655.1
P31115,NM_001179965.1
P48567,NP_014107.1
P48567,NM_001183130.1
Q06244,NP_013266.1
Q06244,NM_001182052.1
P53294,NP_011685.3
P53294,NM_001181298.3
Q08647,NP_014886.1
Q08647,NM_001183662.1
Q12069,NP_010248.1
Q12069,NM_001180095.1
P09368,NP_013243.1
P09368,NM_001182029.1
P07275,NP_011902.1
P07275,NM_001179167.1
P25502,NP_012910.1
P25502,NM_001179581.1
P15380,NP_014993.1
P15380,NM_001183768.1
Q02256,NP_012292.3
Q02256,NM_001179548.3
P21304,NP_013297.1
P21304,NM_001182083.1
P25635,NP_009984.1
P25635,NM_001178769.1
P41909,NP_015178.1
P41909,NM_001183961.1
P34230,NP_012733.1
P34230,NM_001179754.1
P36166,NP_013016.4
P36166,NM_001179880.4
P39994,NP_010895.1
P39994,NM_001178835.1
P47148,NP_012645.1
P47148,NM_001181769.1
P53335,NP_011796.1
P53335,NM_001181409.1
P11154,NP_011453.1
P11154,NM_001180927.1
P32327,NP_009777.1
P32327,NM_001178566.1
P53981,NP_014388.3
P53981,NM_001182849.3
P07259,NP_012405.2
P07259,NM_001181563.2
P20051,NP_013524.1
P20051,NM_001182308.1
P28272,NP_012706.1
P28272,NM_001179781.1
P13298,NP_013601.1
P13298,NM_001182468.1
P03962,NP_010893.3
P03962,NM_001178836.3
P30402,NP_013998.1
P30402,NM_001182778.1
P37299,NP_011864.1
P37299,NM_001181426.1
P07256,NP_009508.1
P07256,NM_001178285.1
P07257,NP_015517.1
P07257,NM_001184288.1
P00127,NP_116691.3
P00127,NM_001179998.3
P00128,NP_010818.1
P00128,NM_001180837.1
P08525,NP_012369.1
P08525,NM_001181599.1
P22289,NP_011699.1
P22289,NM_001181312.1
P40475,NP_012146.1
P40475,NM_001179468.1
P40474,NP_012145.1
P40474,NM_001179469.1
P38227,NP_009599.2
P38227,NM_001178391.2
P38230,NP_009602.1
P38230,NM_001178394.1
P43122,NP_010179.1
P43122,NM_001180163.1
P06838,NP_013614.1
P06838,NM_001182454.1
P28519,NP_013928.1
P28519,NM_001182708.1
P31244,NP_009672.1
P31244,NM_001178462.1
P48581,NP_015013.1
P48581,NM_001183788.1
P10862,NP_009992.1
P10862,NM_001178777.1
P06777,NP_015303.1
P06777,NM_001183836.1
P32628,NP_010877.3
P32628,NM_001178852.3
P32641,NP_011100.1
P32641,NM_001179063.1
Q00578,NP_012123.1
Q00578,NM_001179491.1
P40352,NP_012569.1
P40352,NM_001181693.1
Q12021,NP_010313.3
Q12021,NM_001180338.3
P07276,NP_011774.1
P07276,NM_001181387.1
Q04231,NP_013702.1
Q04231,NM_001182368.1
Q06665,NP_010600.1
Q06665,NM_001180622.1
P06839,NP_011098.3
P06839,NM_001179061.3
P14736,NP_011089.4
P14736,NM_001179052.4
P12753,NP_014149.1
P12753,NM_001183088.1
P25454,NP_011021.3
P25454,NM_001178986.3
P06778-1,NP_013680.2
P06778-1,NM_001182390.1
P22216,NP_015172.1
P22216,NM_001183967.1
P32863,NP_011352.1
P32863,NM_001181028.1
P38953,NP_010361.3
P38953,NM_001180384.3
P25301,NP_010287.1
P25301,NM_001180312.1
Q12223,NP_010224.1
Q12223,NM_001180118.1
P32849,NP_013132.1
P32849,NM_001181919.1
Q99359,NP_010297.1
Q99359,NM_001180322.1
P06779,NP_012586.1
P06779,NM_001181710.1
P14737,NP_010503.1
P14737,NM_001180525.1
P32864,NP_015015.1
P32864,NM_001183790.1
P11938,NP_014183.1
P11938,NM_001183054.1
P01119,NP_014744.1
P01119,NM_001183520.1
P01120,NP_014301.1
P01120,NM_001182936.1
P47104,NP_012567.3
P47104,NM_001181691.3
Q03956,NP_010488.1
Q03956,NM_001180510.1
Q08760,NP_014945.3
Q08760,NM_001183720.3
Q12465,NP_013185.1
Q12465,NM_001181971.1
Q04418,NP_010816.4
Q04418,NM_001180835.4
Q12270,NP_015078.1
Q12270,NM_001184060.1
P39729,NP_009364.1
P39729,NM_001178181.1
P53295,NP_011689.1
P53295,NM_001181302.1
Q05672,NP_010092.2
Q05672,NM_001180249.1
P25332,NP_009965.2
P25332,NM_001178750.1
Q08273,NP_014508.1
Q08273,NM_001183387.1
P21827,NP_011418.1
P21827,NM_001180962.1
Q03530,NP_014001.1
Q03530,NM_001182781.1
Q03713,NP_013682.1
Q03713,NM_001182388.1
P53721,NP_014415.1
P53721,NM_001183195.1
Q05131,NP_013748.1
Q05131,NM_001182531.1
P38622,NP_011357.1
P38622,NM_001181023.1
P38623,NP_013349.1
P38623,NM_001182135.1
Q08096,NP_014633.1
Q08096,NM_001183264.1
P53972,NP_014376.3
P53972,NM_001182861.3
P36054,NP_012763.1
P36054,NM_001179725.1
Q12044,NP_014863.1
Q12044,NM_001183639.1
Q04779,NP_013791.1
Q04779,NM_001182574.1
P38212,NP_009559.1
P38212,NM_001178353.1
Q03446,NP_010286.3
Q03446,NM_001180311.3
P39531,NP_012331.1
P39531,NM_001181637.1
P38086,NP_009629.6
P38086,NM_001178421.4
Q12305,NP_014928.1
Q12305,NM_001183704.1
Q08742,NP_014929.3
Q08742,NM_001183705.3
Q08904,NP_015025.3
Q08904,NM_001183800.3
P25611,NP_010031.1
P25611,NM_001178813.1
P19541,NP_015192.1
P19541,NM_001183947.1
Q06835,NP_015419.1
Q06835,NM_001184191.1
A0A0B7P221,NP_001291943.1
A0A0B7P221,NM_001305014.1
P33323,NP_012027.1
P33323,NM_001179288.1
P21651,NP_012555.1
P21651,NM_001181679.1
P32841,NP_013852.1
P32841,NM_001182634.1
P21538,NP_009605.1
P21538,NM_001178397.1
Q12188,NP_015332.1
Q12188,NM_001184104.1
P14291,NP_013365.1
P14291,NM_001182150.1
P40893,NP_012318.1
P40893,NM_001181650.1
P42073,NP_010481.3
P42073,NM_001180503.3
Q00816,NP_010311.1
Q00816,NM_001180336.1
P38232,NP_009606.1
P38232,NM_001178398.1
Q06709,NP_013491.1
Q06709,NM_001182276.1
P38344,NP_009825.4
P38344,NM_001178615.4
P30771,NP_013797.1
P30771,NM_001182579.1
P25560,NP_009925.1
P25560,NM_001178651.1
P35196,NP_009556.1
P35196,NM_001178350.1
P12689,NP_014991.1
P12689,NM_001183766.1
P38927,NP_012127.1
P38927,NM_001179487.1
P53331,NP_011792.1
P53331,NM_001181405.1
Q12090,NP_013208.1
Q12090,NM_001181994.1
Q08237,NP_014561.1
Q08237,NM_001183334.1
P30775,NP_011372.3
P30775,NM_001181008.3
P22336,NP_009404.1
P22336,NM_001178211.1
P26754,NP_014087.1
P26754,NM_001183150.1
P26755,NP_012362.1
P26755,NM_001181606.1
P38630,NP_014860.1
P38630,NM_001183636.1
P40348,NP_012602.3
P40348,NM_001181726.3
P38629,NP_014109.1
P38629,NM_001183128.1
P40339,NP_014547.1
P40339,NM_001183348.1
P38251,NP_009644.3
P38251,NM_001178435.3
Q12192,NP_014922.3
Q12192,NM_001183698.3
P38234,NP_009608.1
P38234,NM_001178400.1
P38206,NP_009533.1
P38206,NM_001178260.1
Q08003,NP_013174.1
Q08003,NM_001181960.1
P48743,NP_013277.1
P48743,NM_001182063.1
P39083,NP_014770.1
P39083,NM_001183546.1
Q06407,NP_010667.1
Q06407,NM_001180687.1
Q06108,NP_015440.1
Q06108,NM_001184212.1
P38339,NP_009819.1
P38339,NM_001178608.1
P43556,NP_428268.1
P43556,NM_001179920.1
P40043,NP_010990.1
P40043,NM_001178958.1
P40188,NP_012207.3
P40188,NM_001179407.3
Q12194,NP_015259.1
Q12194,NM_001183880.1
Q00453,NP_013907.1
Q00453,NM_001182688.1
P16664,NP_010421.1
P16664,NM_001180444.1
Q99188,NP_014750.3
Q99188,NM_001183526.3
P32862,NP_012886.3
P32862,NM_001179604.3
Q12300,NP_010143.1
Q12300,NM_001180198.1
Q06624,NP_015506.1
Q06624,NM_001184277.1
P25378,NP_009956.2
P25378,NM_001178742.1
P06780,NP_015491.1
P06780,NM_001184262.1
P06781,NP_014309.3
P06781,NM_001182928.3
Q00245,NP_012148.1
Q00245,NM_001179466.1
Q00246,NP_012981.3
Q00246,NM_001179845.3
P53879,NP_014219.1
P53879,NM_001183018.1
P53893,NP_014236.1
P53893,NM_001183001.1
P38066,NP_009520.1
P38066,NM_001178273.1
Q12362,NP_014575.1
Q12362,NM_001183321.1
Q99258,NP_010775.1
Q99258,NM_001180795.1
P50861,NP_014498.1
P50861,NM_001183397.1
P33312,NP_009711.3
P33312,NM_001178501.3
P40395,NP_013140.1
P40395,NM_001181926.1
P29539,NP_009834.4
P29539,NM_001178623.4
Q06208,NP_013558.3
Q06208,NM_001182341.3
Q03778,NP_010522.1
Q03778,NM_001180544.1
P38615,NP_013859.1
P38615,NM_001182641.1
Q03792,NP_013875.1
Q03792,NM_001182657.1
P43565,NP_116620.1
P43565,NM_001179933.1
P32445,NP_009958.2
P32445,NM_001184315.1
P38127,NP_009751.1
P38127,NM_001178540.1
P38741,NP_011839.1
P38741,NM_001179104.1
Q12196,NP_014762.3
Q12196,NM_001183538.3
P40160,NP_014192.1
P40160,NM_001183045.1
P21524,NP_010993.1
P21524,NM_001178961.1
P09938,NP_012508.1
P09938,NM_001181460.1
P21672,NP_012198.3
P21672,NM_001179416.3
P49723,NP_011696.3
P49723,NM_001181309.3
P38145,NP_009815.1
P38145,NM_001178604.1
P23796,NP_014010.1
P23796,NM_001182790.1
P38883,NP_012067.4
P38883,NM_001179328.4
Q07844,NP_013066.1
Q07844,NM_001181854.1
Q08961,NP_015116.1
Q08961,NM_001184022.1
Q03942,NP_010484.1
Q03942,NM_001180506.1
P38222,NP_009586.1
P38222,NM_001178378.1
Q12504,NP_010543.1
Q12504,NM_001180565.1
Q12367,NP_013238.1
Q12367,NM_001182024.1
P41805,NP_013176.1
P41805,NM_001181962.1
P0C0W9,NP_015427.1
P0C0W9,NM_001184199.1
Q3E757,NP_011599.1
Q3E757,NM_001181214.1
P0CX53,NP_010706.3
P0CX53,NM_001180726.3
P0CX53,NP_010860.1
P0CX53,NM_001178869.1
P0CX54,NP_010706.3
P0CX54,NM_001180726.3
P0CX54,NP_010860.1
P0CX54,NM_001178869.1
Q12690,NP_010201.1
Q12690,NM_001180141.1
P40212,NP_013862.1
P40212,NM_001182644.1
P36105,NP_012920.1
P36105,NM_001179572.1
P38754,NP_011862.1
P38754,NM_001179081.1
P05748,NP_013129.1
P05748,NM_001181916.1
P54780,NP_013840.1
P54780,NM_001182622.1
P26784,NP_012133.1
P26784,NM_001179481.1
P26785,NP_014330.1
P26785,NM_001182907.1
P05740,NP_012741.1
P05740,NM_001179746.1
P46990,NP_012358.1
P46990,NM_001181610.1
P0CX49,NP_014098.1
P0CX49,NM_001183139.1
P0CX49,NP_014521.1
P0CX49,NM_001183374.1
P0CX50,NP_014098.1
P0CX50,NM_001183139.1
P0CX50,NP_014521.1
P0CX50,NM_001183374.1
P0CX82,NP_009526.1
P0CX82,NM_001178267.1
P0CX82,NP_009641.1
P0CX82,NM_001180057.1
P0CX83,NP_009526.1
P0CX83,NM_001178267.1
P0CX83,NP_009641.1
P0CX83,NM_001180057.1
P0CX43,NP_011380.3
P0CX43,NM_001181000.3
P0CX43,NP_015104.1
P0CX43,NM_001184034.1
P0CX44,NP_011380.3
P0CX44,NM_001181000.3
P0CX44,NP_015104.1
P0CX44,NM_001184034.1
P36144,NP_012986.1
P36144,NM_001179850.1
P0CX23,NP_013969.3
P0CX23,NM_001182749.1
P0CX23,NP_014957.2
P0CX23,NM_001183732.1
P0CX24,NP_013969.3
P0CX24,NM_001182749.1
P0CX24,NP_014957.2
P0CX24,NM_001183732.1
Q02753,NP_009750.1
Q02753,NM_001178539.1
Q12672,NP_015246.1
Q12672,NM_001183893.1
P05749,NP_013162.1
P05749,NM_001181948.1
P56628,NP_116619.1
P56628,NM_001184310.1
P0CX41,NP_009466.1
P0CX41,NM_001178327.1
P0CX41,NP_011042.3
P0CX41,NM_001179007.3
P0CX42,NP_009466.1
P0CX42,NM_001178327.1
P0CX42,NP_011042.3
P0CX42,NM_001179007.3
P04449,NP_011484.1
P04449,NM_001180896.1
P24000,NP_011664.3
P24000,NM_001181277.3
P04456,NP_014514.1
P04456,NM_001183381.1
P05743,NP_013448.1
P05743,NM_001182233.1
P53221,NP_011548.2
P53221,NM_001181163.1
P0C2H6,NP_011874.1
P0C2H6,NM_001179140.1
P0C2H7,NP_010759.1
P0C2H7,NM_001180779.1
P02406,NP_011412.1
P02406,NM_001180968.1
P05747,NP_116690.3
P05747,NM_001184311.3
P0CX45,NP_012246.1
P0CX45,NM_001179368.1
P0CX45,NP_116688.3
P0CX45,NM_001180030.3
P0CX46,NP_012246.1
P0CX46,NM_001179368.1
P0CX46,NP_116688.3
P0CX46,NM_001180030.3
P14120,NP_011485.1
P14120,NM_001180895.1
P0C2H8,NP_010208.1
P0C2H8,NM_001180134.1
P0C2H9,NP_013510.3
P0C2H9,NM_001182294.3
P38061,NP_009460.1
P38061,NM_001178332.1
P05744,NP_015182.1
P05744,NM_001183957.1
P41056,NP_014877.3
P41056,NM_001183653.3
P87262,NP_010977.2
P87262,NM_001180036.1
P40525,NP_012212.1
P40525,NM_001179402.1
P0CX84,NP_010090.1
P0CX84,NM_001180251.2
P0CX84,NP_010145.1
P0CX84,NM_001180196.2
P0CX85,NP_010090.1
P0CX85,NM_001180251.2
P0CX85,NP_010145.1
P0CX85,NM_001180196.2
P05745,NP_013920.1
P05745,NM_001182701.1
O14455,NP_015074.1
O14455,NM_001184312.1
P49166,NP_013286.1
P49166,NM_001182072.1
P51402,NP_010788.1
P51402,NM_001180808.1
P49167,NP_013429.1
P49167,NM_001182214.1
P04650,NP_012346.1
P04650,NM_001181622.1
P14126,NP_014706.1
P14126,NM_001183482.1
P0CH08,NP_012118.1
P0CH08,NM_001179496.1
P0CH08,NP_013020.3
P0CH08,NM_001179884.3
P0CH09,NP_012118.1
P0CH09,NM_001179496.1
P0CH09,NP_013020.3
P0CH09,NM_001179884.3
P0CX86,NP_010097.1
P0CX86,NM_001180244.1
P0CX86,NP_010148.1
P0CX86,NM_001180194.1
P0CX87,NP_010097.1
P0CX87,NM_001180244.1
P0CX87,NP_010148.1
P0CX87,NM_001180194.1
P0CX25,NP_012628.3
P0CX25,NM_001181752.3
P0CX25,NP_015368.1
P0CX25,NM_001184140.1
P0CX26,NP_012628.3
P0CX26,NM_001181752.3
P0CX26,NP_015368.1
P0CX26,NM_001184140.1
P0CX27,NP_012010.1
P0CX27,NM_001179271.1
P0CX27,NP_014237.2
P0CX27,NM_001183000.1
P0CX28,NP_012010.1
P0CX28,NM_001179271.1
P0CX28,NP_014237.2
P0CX28,NM_001183000.1
P10664,NP_009587.1
P10664,NM_001178379.1
P49626,NP_010295.3
P49626,NM_001180320.3
P51998,NP_013687.1
P51998,NM_001182383.1
P26321,NP_015194.1
P26321,NM_001183945.1
Q02326,NP_013638.1
Q02326,NM_001182432.1
P05739,NP_013553.1
P05739,NM_001182336.1
P05737,NP_011439.1
P05737,NM_001180941.1
Q12213,NP_015126.1
Q12213,NM_001184012.1
P17076,NP_011830.1
P17076,NM_001179113.1
P29453,NP_013055.1
P29453,NM_001181865.1
P05738,NP_011368.3
P05738,NM_001181012.3
P51401,NP_014332.1
P51401,NM_001182905.1
P05317,NP_013444.1
P05317,NM_001182229.1
P05318,NP_010202.1
P05318,NM_001180140.1
P05319,NP_014603.1
P05319,NM_001183293.1
P10622,NP_010153.1
P10622,NM_001180189.1
P02400,NP_010670.3
P02400,NM_001180690.3
Q12495,NP_015343.1
Q12495,NM_001184115.1
Q03195,NP_010376.3
Q03195,NM_001180399.3
Q12224,NP_015236.1
Q12224,NM_001183903.1
Q07915,NP_013109.1
Q07915,NM_001181896.1
P40693,NP_014396.3
P40693,NM_001182841.3
Q04599,NP_010401.1
Q04599,NM_001180424.1
P12687,NP_014393.1
P12687,NM_001182844.1
P36516,NP_013737.1
P36516,NM_001182520.1
P36517,NP_013544.1
P36517,NM_001182327.1
P32904,NP_012017.1
P32904,NM_001179278.1
P36519,NP_010523.3
P36519,NM_001180545.3
P22353,NP_012472.1
P22353,NM_001181496.1
P31334,NP_011736.1
P31334,NM_001181349.1
P36520,NP_014115.1
P36520,NM_001183122.1
P36521,NP_010079.1
P36521,NM_001180262.1
Q02204,NP_012931.4
Q02204,NM_001179796.3
P36523,NP_013416.2
P36523,NM_001182201.1
P38064,NP_009515.1
P38064,NM_001178278.1
P36528,NP_014147.1
P36528,NM_001183090.1
P53875,NP_014214.1
P53875,NM_001183023.1
P22354,NP_013011.1
P22354,NM_001179875.1
P53881,NP_014222.2
P53881,NM_001183015.2
Q12487,NP_014793.1
Q12487,NM_001183569.1
P36525,NP_013918.1
P36525,NM_001182700.1
P23369,NP_011590.1
P23369,NM_001181205.1
P36526,NP_009841.1
P36526,NM_001178630.1
P36527,NP_010750.1
P36527,NM_001180770.1
P14063,NP_012784.1
P14063,NM_001179704.1
P25348,NP_009929.1
P25348,NM_001178716.1
P20084,NP_014013.1
P20084,NM_001182793.1
Q04598,NP_010400.1
Q04598,NM_001180423.1
Q06678,NP_010608.1
Q06678,NM_001180630.1
P36531,NP_009680.2
P36531,NM_001178470.1
P36532,NP_009827.3
P36532,NM_001178616.3
P35996,NP_012751.1
P35996,NM_001179736.1
P36533,NP_013705.1
P36533,NM_001182364.1
P36534,NP_015152.1
P36534,NM_001183987.1
P32387,NP_010693.3
P32387,NM_001180713.3
P19956,NP_013952.1
P19956,NM_001182732.1
P32388,NP_012754.1
P32388,NM_001179733.1
P53724,NP_014419.1
P53724,NM_001183199.1
Q06090,NP_015425.1
Q06090,NM_001184197.1
P02381,NP_009320.1
P02381,NC_001224.1
Q03441,NP_010283.3
Q03441,NM_001180060.3
Q12508,NP_010541.3
Q12508,NM_001180563.3
P39975,NP_010842.1
P39975,NM_001178887.1
P43620,NP_683716.1
P43620,NM_001180013.1
P38330,NP_009797.1
P38330,NM_001178586.1
P53140,NP_011408.1
P53140,NM_001180972.1
P32338,NP_011558.1
P32338,NM_001181173.1
Q02685,NP_015301.1
Q02685,NM_001183838.1
P32611,NP_010864.3
P32611,NM_001178865.3
Q12530,NP_013246.1
Q12530,NM_001182032.1
P53060,NP_011264.2
P53060,NM_001181116.1
P40993,NP_010766.3
P40993,NM_001180786.3
Q03305,NP_010753.1
Q03305,NM_001180773.1
P40858,NP_012439.2
P40858,NM_001181529.1
P25298,NP_013777.1
P25298,NM_001182559.1
P25299,NP_011471.1
P25299,NM_001180909.1
P11745,NP_013962.1
P11745,NM_001182742.1
Q04740,NP_013961.1
Q04740,NM_001182741.1
P53942,NP_014327.1
P53942,NM_001182910.1
Q05635,NP_010565.3
Q05635,NM_001180587.3
Q12338,NP_013255.1
Q12338,NM_001182041.1
P0C5R9,NP_001106949.1
P0C5R9,NM_001184525.1
P32385,NP_013054.1
P32385,NM_001181866.1
P25367,NP_009902.2
P25367,NM_001178673.1
Q02555,NP_013966.1
Q02555,NM_001182746.1
Q02933,NP_015202.1
Q02933,NM_001183937.1
P36159,NP_013005.1
P36159,NM_001179869.1
Q02805,NP_014661.1
Q02805,NM_001183437.1
P53118,NP_011371.1
P53118,NM_001181009.1
P43602,NP_116677.3
P43602,NM_001179987.3
P45818,NP_011344.1
P45818,NM_001181036.1
P53046,NP_011584.2
P53046,NM_001181199.2
P51862,NP_013475.1
P51862,NM_001182260.1
Q03691,NP_013927.1
Q03691,NM_001182707.1
P25042,NP_015390.1
P25042,NM_001184162.1
Q04847,NP_013985.1
Q04847,NM_001182765.1
P32529,NP_012597.1
P32529,NM_001181721.1
P50106,NP_010440.1
P50106,NM_001180463.1
P10964,NP_014986.3
P10964,NM_001183761.3
P22138,NP_015335.1
P22138,NM_001184107.1
P47006,NP_012387.1
P47006,NM_001181581.1
P46669,NP_014985.1
P46669,NM_001183760.1
Q01080,NP_014151.1
Q01080,NM_001183086.1
P20434,NP_009712.1
P20434,NM_001178502.1
P20435,NP_015513.1
P20435,NM_001184284.1
P20436,NP_014867.1
P20436,NM_001183643.1
P40422,NP_012013.1
P40422,NM_001179273.1
P22139,NP_014853.3
P22139,NM_001183629.3
P07703,NP_015435.1
P07703,NM_001184207.1
P28000,NP_014286.1
P28000,NM_001182951.1
P38902,NP_014638.1
P38902,NM_001183259.1
P04050,NP_010141.1
P04050,NM_001180200.1
P08518,NP_014794.3
P08518,NM_001183570.3
P16370,NP_012243.3
P16370,NM_001179371.3
P20433,NP_012395.1
P20433,NM_001181573.1
P34087,NP_010692.3
P34087,NM_001180712.3
P27999,NP_011445.1
P27999,NM_001180935.1
Q04307,NP_010330.1
Q04307,NM_001180353.1
P04051,NP_014759.1
P04051,NM_001183535.1
P22276,NP_014850.1
P22276,NM_001183626.1
P32349,NP_015516.1
P32349,NM_001184287.1
P25441,NP_010131.1
P25441,NM_001180210.1
P36121,NP_012950.3
P36121,NM_001179815.3
P32910,NP_014400.1
P32910,NM_001183180.1
P17890,NP_014248.3
P17890,NM_001182989.3
P35718,NP_012778.1
P35718,NM_001179710.1
P47076,NP_012523.2
P47076,NM_001181445.2
P32561,NP_014069.1
P32561,NM_001183168.1
P46969,NP_012414.1
P46969,NM_001181554.1
P38805,NP_011956.1
P38805,NM_001179218.1
P36160,NP_013007.1
P36160,NM_001179871.1
P39956,NP_011096.1
P39956,NM_001179059.1
P23250,NP_012147.3
P23250,NM_001179467.3
Q12189,NP_014738.1
Q12189,NM_001183514.1
Q02773,NP_013619.1
Q02773,NM_001182450.1
P38886,NP_012070.3
P38886,NM_001179331.3
P43588,NP_116659.1
P43588,NM_001179969.1
P32496,NP_116710.1
P32496,NM_001180017.1
O13563-1,NP_013525.3
O13563-1,NM_001182309.3
P53196,NP_011511.3
P53196,NM_001180869.3
P38764,NP_011892.1
P38764,NM_001179157.1
P32565,NP_012190.1
P32565,NM_001179425.1
P40016,NP_010938.1
P40016,NM_001178912.1
Q03465,NP_010264.3
Q03465,NM_001180079.3
Q12250,NP_010134.1
Q12250,NM_001180207.1
Q12377,NP_010186.1
Q12377,NM_001180156.1
Q06103,NP_015433.1
Q06103,NM_001184205.1
Q08723,NP_014904.3
Q08723,NM_001183680.3
Q04062,NP_010715.3
Q04062,NM_001180735.3
P13433,NP_116617.1
P13433,NM_001179930.1
P38786,NP_011929.1
P38786,NM_001179192.1
P40571,NP_012280.1
P40571,NM_001179537.1
Q05468,NP_010620.3
Q05468,NM_001180641.3
Q12532,NP_015316.1
Q12532,NM_001183823.1
P36119,NP_012948.3
P36119,NM_001179813.3
P40011,NP_010926.3
P40011,NM_001178901.3
Q04225,NP_013850.1
Q04225,NM_001182632.1
P38771,NP_011903.1
P38771,NM_001179168.1
P39677,NP_012433.1
P39677,NM_001181535.1
Q12167,NP_010350.3
Q12167,NM_001180373.3
Q08774,NP_014950.1
Q08774,NM_001183725.1
Q06109,NP_015441.1
Q06109,NM_001184213.1
P40156,NP_014186.1
P40156,NM_001183051.1
P38766,NP_011896.1
P38766,NM_001179161.1
P38204,NP_009528.1
P38204,NM_001178265.1
Q04712,NP_013669.1
Q04712,NM_001182401.1
P36070,NP_012797.1
P36070,NM_001179691.1
Q02983,NP_013242.1
Q02983,NM_001182028.1
P32786,NP_009539.2
P32786,NM_001178254.2
P40992,NP_012509.1
P40992,NM_001181459.1
P53437,NP_013997.1
P53437,NM_001182777.1
Q12754,NP_015313.1
Q12754,NM_001183826.1
P36080,NP_012841.1
P36080,NM_001179648.1
Q06511,NP_015469.1
Q06511,NM_001184240.1
Q04031,NP_010700.3
Q04031,NM_001180720.3
P35178,NP_010372.3
P35178,NM_001180395.3
Q12481,NP_014930.1
Q12481,NM_001183706.1
P38712,NP_011932.2
P38712,NM_001179195.1
Q08285,NP_014499.2
Q08285,NM_001183396.2
P46948,NP_011711.3
P46948,NM_001181324.3
Q12277,NP_010172.1
Q12277,NM_001180170.1
P25359,NP_009964.2
P25359,NM_001178749.1
Q08162,NP_014621.1
Q08162,NM_001183275.1
Q05636,NP_010566.1
Q05636,NM_001180588.1
P53256,NP_011609.2
P53256,NM_001181224.1
P38792,NP_011936.1
P38792,NM_001179199.1
Q05022,NP_013956.1
Q05022,NM_001182736.1
Q12149,NP_014643.1
Q12149,NM_001183420.1
P25368,NP_009899.1
P25368,NM_001178676.1
P38961,NP_010368.5
P38961,NM_001180391.3
