UniprotID,Protein_Accession
Q9BXS6-2,NP_060924.4
Q9BXS6-2,NM_018454.7
Q9BXS6-4,XP_005254487.1
Q9BXS6-4,XM_005254430.4
Q86Y26-4,NP_001271221.1
Q86Y26-4,NM_001284292.1
Q86Y26-3,NP_001271222.1
Q86Y26-3,NM_001284293.1
Q86Y26-1,NP_786883.1
Q86Y26-1,NM_175741.2
O15381-4,NP_001230075.1
O15381-4,NM_001243146.1
O15381-5,NP_001230076.1
O15381-5,NM_001243147.1
O15381-1,NP_002524.2
O15381-1,NM_002533.3
O15381-2,NP_996671.1
O15381-2,NM_206840.2
Q149M9-3,NP_001007526.3
Q149M9-3,NM_001007525.4
Q149M9,NP_001277284.1
Q149M9,NM_001290355.2
Q149M9,NP_001334923.1
Q149M9,NM_001347994.1
Q149M9-1,XP_011526231.1
Q149M9-1,XM_011527929.1
Q149M9-1,XP_011526232.1
Q149M9-1,XM_011527930.2
Q149M9-1,XP_011526233.1
Q149M9-1,XM_011527931.2
Q9ULI1,NP_001138462.1
Q9ULI1,NM_001144990.1
Q9UBU9-2,NP_001074960.1
Q9UBU9-2,NM_001081491.1
Q9UBU9-1,NP_006353.2
Q9UBU9-1,NM_006362.4
Q9GZY0,NP_001093156.1
Q9GZY0,NM_001099686.2
Q9GZY0,NP_071336.1
Q9GZY0,NM_022053.3
Q9H4D5-1,NP_071335.1
Q9H4D5-1,NM_022052.1
Q9H1B4-6,NP_116564.2
Q9H1B4-6,NM_032946.2
Q96CM4,NP_612463.1
Q96CM4,NM_138454.1
Q5VZ03-1,NP_001155097.1
Q5VZ03-1,NM_001161625.1
Q5VZ03-3,NP_660326.2
Q5VZ03-3,NM_145283.2
Q6DKJ4-3,NP_001192248.1
Q6DKJ4-3,NM_001205319.1
Q6DKJ4-1,NP_071908.2
Q6DKJ4-1,NM_022463.4
Q8IWE2-2,NP_001317693.1
Q8IWE2-2,NM_001330764.1
Q8IWE2-1,NP_612398.2
Q8IWE2-1,NM_138389.3
Q8IWE2,XP_005262729.1
Q8IWE2,XM_005262672.2
Q8N323-2,NP_689528.2
Q8N323-2,NM_152315.3
Q8N323,XP_011540896.1
Q8N323,XM_011542594.2
Q8N323-1,XP_011540897.1
Q8N323-1,XM_011542595.2
Q8N323-1,XP_011540898.1
Q8N323-1,XM_011542596.2
Q8N323-1,XP_011540899.1
Q8N323-1,XM_011542597.2
Q8N323-1,XP_011540900.1
Q8N323-1,XM_011542598.2
Q8N323-1,XP_011540901.1
Q8N323-1,XM_011542599.2
Q96DL1-1,NP_872301.2
Q96DL1-1,NM_182495.5
Q969Y0,NP_001127928.1
Q969Y0,NM_001134456.1
Q969Y0,NP_659474.1
Q969Y0,NM_145037.2
Q6UWF7-1,NP_001071107.1
Q6UWF7-1,NM_001077639.1
Q6UWF7-2,NP_060148.2
Q6UWF7-2,NM_017678.2
Q6UWF7-1,XP_011541183.1
Q6UWF7-1,XM_011542881.2
P58417,NP_689958.1
P58417,NM_152745.2
O95156,NP_009157.1
O95156,NM_007226.2
O95157,NP_009156.2
O95157,NM_007225.2
O95158,NP_009155.1
O95158,NM_007224.3
Q6NXP6-1,NP_001106946.1
Q6NXP6-1,NM_001113475.2
Q6NXP6-1,XP_005267387.1
Q6NXP6-1,XM_005267330.3
Q6NXP6-1,XP_011534729.1
Q6NXP6-1,XM_011536427.2
Q6NXP6-1,XP_011534730.1
Q6NXP6-1,XM_011536428.2
Q9UKK6,NP_037380.1
Q9UKK6,NM_013248.2
Q9UKK6,XP_011527532.1
Q9UKK6,XM_011529230.2
Q9NPJ8-1,NP_001229546.1
Q9NPJ8-1,NM_001242617.1
Q9NPJ8-4,NP_001229547.1
Q9NPJ8-4,NM_001242618.1
Q9NPJ8-3,NP_061168.2
Q9NPJ8-3,NM_018698.4
Q9NPJ8-4,XP_016885137.1
Q9NPJ8-4,XM_017029648.1
Q6ZVC0-1,NP_775835.2
Q6ZVC0-1,NM_173564.3
Q6ZVC0,XP_006715970.1
Q6ZVC0,XM_006715907.3
Q9P242-1,NP_065915.1
Q9P242-1,NM_020864.1
Q9P242-1,XP_005246765.1
Q9P242-1,XM_005246708.3
Q9P2P1-1,NP_079357.2
Q9P2P1-1,NM_025081.2
Q9GZU5,NP_072089.1
Q9GZU5,NM_022567.2
Q9GZU5,XP_016885198.1
Q9GZU5,XM_017029709.1
Q9H208,NP_001004460.1
Q9H208,NM_001004460.1
P58181,NP_001003745.1
P58181,NM_001003745.1
Q9H209,NP_997069.2
Q9H209,NM_207186.2
Q9H207,NP_835462.1
Q9H207,NM_178168.1
Q8NH74,NP_001004461.1
Q8NH74,NM_001004461.1
Q8NGE5,NP_001005280.1
Q8NGE5,NM_001005280.1
Q8NGE0,NP_001004134.1
Q8NGE0,NM_001004134.1
Q8NH19,NP_001005491.1
Q8NH19,NM_001005491.1
Q96KK4,NP_039229.3
Q96KK4,NM_013941.3
Q8NGC3,NP_001005466.2
Q8NGC3,NM_001005466.2
Q8NGC4,NP_001005465.1
Q8NGC4,NM_001005465.1
Q8NGN3,NP_001004462.1
Q8NGN3,NM_001004462.1
Q8NGN6,NP_001004463.1
Q8NGN6,NM_001004463.1
Q8NGN5,NP_001004464.1
Q8NGN5,NM_001004464.1
Q8NGN4,NP_001001953.1
Q8NGN4,NM_001001953.1
Q9Y4A9,NP_039228.1
Q9Y4A9,NM_013940.2
Q9Y4A9,XP_011526213.1
Q9Y4A9,XM_011527911.1
O60403,NP_039227.1
O60403,NM_013939.2
O60404,NP_039226.1
O60404,NM_013938.1
Q8NGA5,NP_001004465.1
Q8NGA5,NM_001004465.1
Q8NGA6,NP_001004466.1
Q8NGA6,NM_001004466.1
P30954,NP_036483.2
P30954,NM_012351.2
Q5JRS4,NP_001004467.1
Q5JRS4,NM_001004467.1
Q8NHC4,NP_001004469.1
Q8NHC4,NM_001004469.1
Q8NGX5,NP_001004473.1
Q8NGX5,NM_001004473.1
Q6IF99,NP_001004476.1
Q6IF99,NM_001004476.1
Q8NGE3,NP_996782.1
Q8NGE3,NM_206899.1
Q8NGQ4,NP_001004471.1
Q8NGQ4,NM_001004471.2
Q8NGX6,NP_001004472.1
Q8NGX6,NM_001004472.1
Q8NGN2,NP_001004474.1
Q8NGN2,NM_001004474.1
Q8NGX3,NP_001004475.1
Q8NGX3,NM_001004475.1
Q8NGI7,NP_001005324.1
Q8NGI7,NM_001005324.1
Q8NGF6,NP_997257.2
Q8NGF6,NM_207374.3
Q8NGY0,NP_001004477.1
Q8NGY0,NM_001004477.1
Q8NGY1,NP_001004478.1
Q8NGY1,NM_001004478.1
Q9GZK7,NP_039225.1
Q9GZK7,NM_013937.3
Q8NGC1,NP_001005503.1
Q8NGC1,NM_001005503.1
Q8NG94,NP_001005239.1
Q8NG94,NM_001005239.1
Q8NH07,NP_001184216.1
Q8NH07,NM_001197287.1
Q8NGC9,NP_001004479.1
Q8NGC9,NM_001004479.1
Q8NGC7,NP_001004480.1
Q8NGC7,NM_001004480.1
Q8NGC8,NP_001335202.1
Q8NGC8,NM_001348273.1
B2RN74,NP_001013372.1
B2RN74,NM_001013354.1
Q8NGX0,NP_001001959.1
Q8NGX0,NM_001001959.1
P0DN82,NP_001335137.1
P0DN82,NM_001348208.1
P58182,NP_039224.2
P58182,NM_013936.3
Q9UGF7,NP_112221.1
Q9UGF7,NM_030959.2
Q8NGR1,NP_001004297.2
Q8NGR1,NM_001004297.2
Q8NGR1,XP_011538449.1
Q8NGR1,XM_011540147.2
Q8NGR1,XP_016872121.1
Q8NGR1,XM_017016632.1
Q8NGR1,XP_016872122.1
Q8NGR1,XM_017016633.1
Q8NGR1,XP_016872123.1
Q8NGR1,XM_017016634.1
Q8NGS9,NP_001004481.1
Q8NGS9,NM_001004481.1
Q8NGS6,NP_001001961.1
Q8NGS6,NM_001001961.1
Q8NGS5,NP_001001919.1
Q8NGS5,NM_001001919.1
Q8NGS8,NP_001004482.1
Q8NGS8,NM_001004482.1
Q8NGS7,NP_001004483.1
Q8NGS7,NM_001004483.1
Q8NGT0,NP_001001956.1
Q8NGT0,NM_001001956.1
Q8NGV5,NP_001004484.1
Q8NGV5,NM_001004484.1
Q8NGS4,NP_001004485.1
Q8NGS4,NM_001004485.1
Q8NGZ3,NP_001005487.1
Q8NGZ3,NM_001005487.1
Q8NG92,NP_001004486.1
Q8NG92,NM_001004486.1
Q8NGT2,NP_001004487.1
Q8NGT2,NM_001004487.1
Q8NHC5,NP_001001966.1
Q8NHC5,NM_001001966.1
Q8NHC7,NP_001001918.1
Q8NHC7,NM_001001918.1
A6ND48,NP_001004734.1
A6ND48,NM_001004734.1
A6ND48,XP_005273189.1
A6ND48,XM_005273132.3
Q9UGF5,NP_112208.1
Q9UGF5,NM_030946.1
Q8NGT7,NP_001004135.1
Q8NGT7,NM_001004135.1
Q96R47,NP_001001659.1
Q96R47,NM_001001659.1
A4D2G3,NP_001004488.1
A4D2G3,NM_001004488.1
Q8NHA4,NP_001005276.1
Q8NHA4,NM_001005276.1
Q9H205,NP_001004489.1
Q9H205,NM_001004489.2
A6NM03,NP_001004490.1
A6NM03,NM_001004490.1
Q8NG84,NP_001004491.1
Q8NG84,NM_001004491.1
Q8NGE2,NP_001245214.1
Q8NGE2,NM_001258285.1
A6NND4,NP_001005285.1
A6NND4,NM_001005285.1
A6NND4,XP_016873144.1
A6NND4,XM_017017655.1
A6NND4,XP_016873145.1
A6NND4,XM_017017656.1
A6NND4,XP_016873146.1
A6NND4,XM_017017657.1
A6NND4,XP_016873147.1
A6NND4,XM_017017658.1
Q8NGZ9,NP_001004693.1
Q8NGZ9,NM_001004693.1
Q8NGZ9,XP_016855762.1
Q8NGZ9,XM_017000273.1
Q8NH01,NP_001001964.1
Q8NH01,NM_001001964.1
Q8NG77,NP_001004692.1
Q8NG77,NM_001004692.1
Q8NH04,NP_001001824.1
Q8NH04,NM_001001824.1
Q8NH02,NP_001004694.2
Q8NH02,NM_001004694.2
Q8NG76,NP_001004695.1
Q8NG76,NM_001004695.1
Q8NGX1,NP_001001821.1
Q8NGX1,NM_001001821.1
Q8NGX2,NP_001001827.1
Q8NGX2,NM_001001827.1
Q8NGL6,NP_001005275.1
Q8NGL6,NM_001005275.1
Q8NH70,NP_001005274.1
Q8NH70,NM_001005274.1
Q6IF82,NP_001005512.2
Q6IF82,NM_001005512.2
A6NMZ5,NP_001005513.1
A6NMZ5,NM_001005513.1
A6NHA9,NP_001004703.1
A6NHA9,NM_001004703.1
Q8NGB8,NP_001001674.1
Q8NGB8,NM_001001674.1
Q8NGA8,NP_001005240.1
Q8NGA8,NM_001005240.1
Q8NGA8,XP_005259705.1
Q8NGA8,XM_005259648.1
O95013,NP_001005504.1
O95013,NM_001005504.1
Q8NGJ7,NP_001004748.1
Q8NGJ7,NM_001004748.1
Q8NGJ6,NP_001005329.1
Q8NGJ6,NM_001005329.1
Q8NH64,NP_001004749.1
Q8NH64,NM_001004749.1
Q9Y5P1,NP_149420.4
Q9Y5P1,NM_033180.4
Q9Y5P0,NP_149419.2
Q9Y5P0,NM_033179.2
Q9H339,NP_001005567.2
Q9H339,NM_001005567.2
Q9H340,NP_001004750.1
Q9H340,NM_001004750.1
Q8NGF3,NP_001004751.1
Q8NGF3,NM_001004751.2
Q8TCB6,NP_689643.2
Q8TCB6,NM_152430.3
Q9H255,NP_110401.1
Q9H255,NM_030774.3
Q8NH61,NP_001004753.1
Q8NH61,NM_001004753.1
Q8NGK1,NP_001005237.1
Q8NGK1,NM_001005237.1
Q8NGK0,NP_001005238.1
Q8NGK0,NM_001005238.1
Q8NH63,NP_001335220.1
Q8NH63,NM_001348291.1
Q9H343,NP_001005288.1
Q9H343,NM_001005288.2
Q9H344,NP_001004754.1
Q9H344,NM_001004754.2
Q9H342,NP_001335153.1
Q9H342,NM_001348224.1
Q8NGJ5,NP_001004755.1
Q8NGJ5,NM_001004755.1
Q9H341,NP_001004756.2
Q9H341,NM_001004756.2
Q8NH59,NP_001004757.1
Q8NH59,NM_001004757.2
Q8NGJ8,NP_001004758.1
Q8NGJ8,NM_001004758.1
Q8NGJ9,NP_001004759.1
Q8NGJ9,NM_001004759.1
Q9H2C8,NP_001004760.2
Q9H2C8,NM_001004760.2
Q9UKL2,NP_036507.2
Q9UKL2,NM_012375.2
Q9H2C5,NP_001005160.1
Q9H2C5,NM_001005160.2
Q96RD2,NP_001004052.1
Q96RD2,NM_001004052.1
Q8NGK2,NP_001005161.2
Q8NGK2,NM_001005161.3
Q8NGF0,NP_001005162.2
Q8NGF0,NM_001005162.2
Q9H346,NP_001005163.1
Q9H346,NM_001005163.2
Q8NGJ3,NP_001335150.1
Q8NGJ3,NM_001348221.1
Q8NGJ4,NP_001005164.2
Q8NGJ4,NM_001005164.2
Q8NGH9,NP_001005165.1
Q8NGH9,NM_001005165.1
Q96RD3,NP_001005167.1
Q96RD3,NM_001005167.1
Q6IFG1,NP_001005168.1
Q6IFG1,NM_001005168.1
Q8NGJ2,NP_001005289.1
Q8NGJ2,NM_001005289.1
Q8NGK6,NP_001005169.1
Q8NGK6,NM_001005169.1
Q8NH67,NP_001005170.1
Q8NH67,NM_001005170.2
Q8NH60,NP_001001916.2
Q8NH60,NM_001001916.2
Q8NGK4,NP_001005171.2
Q8NGK4,NM_001005171.2
Q8NGK3,NP_001005172.2
Q8NGK3,NM_001005172.2
Q8NGH7,NP_001005173.3
Q8NGH7,NM_001005173.3
Q8NGK5,NP_001004137.1
Q8NGK5,NM_001004137.1
Q8NH53,NP_001001913.1
Q8NH53,NM_001001913.1
Q8NGI0,NP_001005174.1
Q8NGI0,NM_001005174.1
Q8NGI0,XP_011518392.1
Q8NGI0,XM_011520090.2
Q8NGI2,NP_001005175.3
Q8NGI2,NM_001005175.3
Q8NGI2,XP_016873200.1
Q8NGI2,XM_017017711.1
Q8NGI2,XP_016873201.1
Q8NGI2,XM_017017712.1
Q8NGI2,XP_016873202.1
Q8NGI2,XM_017017713.1
Q8NH56,NP_001001922.2
Q8NH56,NM_001001922.2
Q8NGF1,NP_001005177.3
Q8NGF1,NM_001005177.3
Q6IF63,NP_001005178.1
Q6IF63,NM_001005178.1
P0C646,NP_001335186.1
P0C646,NM_001348257.1
Q8NGH5,NP_001001917.2
Q8NGH5,NM_001001917.2
Q8NH54,NP_001003443.2
Q8NH54,NM_001003443.2
Q8NGH8,NP_001005179.2
Q8NGH8,NM_001005179.2
P0C7T3,NP_001139505.1
P0C7T3,NM_001146033.1
Q8NGI3,NP_001005180.1
Q8NGI3,NM_001005180.2
Q8NH76,NP_001005181.1
Q8NH76,NM_001005181.2
Q9NZP5,NP_473447.1
Q9NZP5,NM_054106.1
Q8NH90,NP_001005323.1
Q8NH90,NM_001005323.1
P0C617,NP_001335159.1
P0C617,NM_001348230.1
Q8NGI8,NP_001004729.1
Q8NGI8,NM_001004729.1
Q8NGF4,NP_001002925.1
Q8NGF4,NM_001002925.1
Q8NGP9,NP_001004730.1
Q8NGP9,NM_001004730.1
Q8N127,NP_001001921.1
Q8N127,NM_001001921.1
Q8NGC0,NP_001004731.1
Q8NGC0,NM_001004731.1
A6NHG9,NP_001005514.1
A6NHG9,NM_001005514.1
A6NDH6,NP_001005515.1
A6NDH6,NM_001005515.1
A6NJZ3,NP_001005518.1
A6NJZ3,NM_001005518.1
A6NDL8,NP_001005519.2
A6NDL8,NM_001005519.2
A6NIJ9,NP_001005499.1
A6NIJ9,NM_001005499.1
A6NCV1,NP_001005490.1
A6NCV1,NM_001005490.1
A6NCV1,XP_016874615.1
A6NCV1,XM_017019126.1
A6NL08,NP_001005497.1
A6NL08,NM_001005497.1
A6NM76,NP_001005183.1
A6NM76,NM_001005183.1
Q6IFN5,NP_001073404.1
Q6IFN5,NM_001079935.1
Q6IF36,NP_001278367.1
Q6IF36,NM_001291438.1
Q86UD1,NP_848602.1
Q86UD1,NM_178507.2
Q9Y530,NP_001316613.1
Q9Y530,NM_001329684.1
Q9Y530,NP_001316614.1
Q9Y530,NM_001329685.1
Q9Y530,NP_001316615.1
Q9Y530,NM_001329686.1
Q9Y530,NP_001316617.1
Q9Y530,NM_001329688.1
Q9Y530,NP_659500.1
Q9Y530,NM_145063.3
P00973-3,NP_001027581.1
P00973-3,NM_001032409.2
P00973-4,NP_001307080.1
P00973-4,NM_001320151.1
P00973-2,NP_002525.2
P00973-2,NM_002534.3
P00973-1,NP_058132.2
P00973-1,NM_016816.3
P29728-3,NP_001027903.1
P29728-3,NM_001032731.1
P29728-2,NP_002526.2
P29728-2,NM_002535.2
P29728-1,NP_058197.2
P29728-1,NM_016817.2
Q9Y6K5,NP_006178.2
Q9Y6K5,NM_006187.3
Q15646-3,NP_001248754.1
Q15646-3,NM_001261825.1
Q15646-1,NP_003724.1
Q15646-1,NM_003733.3
Q15646-2,NP_937856.1
Q15646-2,NM_198213.2
Q15646-2,XP_016875630.1
Q15646-2,XM_017020141.1
P04181-1,NP_000265.1
P04181-1,NM_000274.3
P04181-2,NP_001165285.1
P04181-2,NM_001171814.1
P04181-1,NP_001309894.1
P04181-1,NM_001322965.1
P04181-1,NP_001309895.1
P04181-1,NM_001322966.1
P04181-1,NP_001309896.1
P04181-1,NM_001322967.1
P04181-1,NP_001309897.1
P04181-1,NM_001322968.1
P04181-1,NP_001309898.1
P04181-1,NM_001322969.1
P04181-1,NP_001309899.1
P04181-1,NM_001322970.1
P04181,NP_001309900.1
P04181,NM_001322971.1
P54368-1,NP_004143.1
P54368-1,NM_004152.3
O95190-1,NP_002528.1
O95190-1,NM_002537.3
Q9UMX2,NP_001128411.1
Q9UMX2,NM_001134939.1
Q9UMX2,NP_001288300.1
Q9UMX2,NM_001301371.1
Q9UMX2-1,NP_057262.2
Q9UMX2-1,NM_016178.2
Q16633,NP_006226.2
Q16633,NM_006235.2
Q5W0B1,NP_078822.3
Q5W0B1,NM_024546.3
Q9NY56,NP_001280118.1
Q9NY56,NM_001293189.1
Q9NY56,NP_001280122.1
Q9NY56,NM_001293193.1
Q9NY56-1,NP_055397.1
Q9NY56-1,NM_014582.2
Q9NPH6-1,NP_001275916.1
Q9NPH6-1,NM_001288987.1
Q9NPH6-1,NP_055396.1
Q9NPH6-1,NM_014581.3
O15243,NP_001185612.1
O15243,NM_001198683.1
O15243,NP_059996.1
O15243,NM_017526.4
Q5VST9-1,NP_001092093.2
Q5VST9-1,NM_001098623.2
Q5VST9-3,NP_443075.3
Q5VST9-3,NM_052843.3
O75147-2,NP_001166879.1
O75147-2,NM_001173408.1
O75147-4,NP_001166902.1
O75147-4,NM_001173431.1
O75147-3,NP_056126.1
O75147-3,NM_015311.2
Q02509-1,NP_001073868.2
Q02509-1,NM_001080399.2
Q9NX40-1,NP_001073308.1
Q9NX40-1,NM_001079839.2
Q9NX40-4,NP_001073309.1
Q9NX40-4,NM_001079840.2
Q9NX40-2,NP_001073310.1
Q9NX40-2,NM_001079841.2
Q9NX40-4,NP_001073311.2
Q9NX40-4,NM_001079842.2
Q9NX40-1,NP_060300.1
Q9NX40-1,NM_017830.3
Q9NX40-2,XP_016863818.1
Q9NX40-2,XM_017008329.1
Q56VL3-1,NP_001014446.1
Q56VL3-1,NM_001014446.2
Q56VL3-2,NP_001273702.1
Q56VL3-2,NM_001286773.1
Q56VL3-2,NP_689611.1
Q56VL3-2,NM_152398.3
Q8IXP5,NP_940900.1
Q8IXP5,NM_198498.2
Q8IXP5,XP_011541105.1
Q8IXP5,XM_011542803.2
Q8IXP5,XP_011541106.1
Q8IXP5,XM_011542804.2
A8K830-1,NP_001129577.1
A8K830-1,NM_001136105.2
A8K830-1,NP_001258386.1
A8K830-1,NM_001271457.1
A8K830-5,NP_001258387.1
A8K830-5,NM_001271458.1
A8K830,XP_016872687.1
A8K830,XM_017017198.1
A8K830-1,XP_016872688.1
A8K830-1,XM_017017199.1
A8K830-1,XP_016872689.1
A8K830-1,XM_017017200.1
Q8TAD7,NP_001138671.1
Q8TAD7,NM_001145199.1
Q9H607,NP_078854.1
Q9H607,NM_024578.2
Q16625-1,NP_001192183.1
Q16625-1,NM_001205254.1
Q16625-4,NP_001192184.1
Q16625-4,NM_001205255.1
Q16625-1,NP_002529.1
Q16625-1,NM_002538.3
Q16625-2,XP_016864402.1
Q16625-2,XM_017008913.1
Q16625-2,XP_016864403.1
Q16625-2,XM_017008914.1
P0CE71,NP_006179.2
P0CE71,NM_006188.3
Q01968-1,NP_000267.2
Q01968-1,NM_000276.3
Q01968-2,NP_001578.2
Q01968-2,NM_001587.3
Q9BR26,NP_542452.1
Q9BR26,NM_080721.2
Q9UKG9-3,NP_001137407.1
Q9UKG9-3,NM_001143935.1
Q9UKG9-2,NP_001230674.1
Q9UKG9-2,NM_001243745.1
Q9UKG9-1,NP_066974.2
Q9UKG9-1,NM_021151.3
O76082-3,NP_001295051.1
O76082-3,NM_001308122.1
O76082-1,NP_003051.1
O76082-1,NM_003060.3
Q8IXM7,NP_787077.1
Q8IXM7,NM_175881.4
Q3SX64-1,NP_872383.1
Q3SX64-1,NM_182577.2
Q96M63-1,NP_653178.3
Q96M63-1,NM_144577.3
Q96M63,XP_011525817.1
Q96M63,XM_011527515.2
Q96M63,XP_011525818.1
Q96M63,XM_011527516.2
Q5T2S8-1,NP_001276949.1
Q5T2S8-1,NM_001290020.1
Q5T2S8-2,NP_001276950.1
Q5T2S8-2,NM_001290021.1
Q5T2S8,NP_001299618.1
Q5T2S8,NM_001312689.1
Q5T2S8-1,NP_060546.2
Q5T2S8-1,NM_018076.4
A5D8V7-2,NP_001289382.1
A5D8V7-2,NM_001302453.1
A5D8V7-1,NP_659482.3
A5D8V7-1,NM_145045.4
Q96NG3-1,NP_113609.1
Q96NG3-1,NM_031421.3
A1E959,NP_060325.3
A1E959,NM_017855.3
Q17RF5-2,NP_001193910.1
Q17RF5-2,NM_001206981.1
Q17RF5,NP_001244001.1
Q17RF5,NM_001257072.1
Q17RF5-1,NP_848592.2
Q17RF5-1,NM_178497.3
Q17RF5-2,XP_011529970.1
Q17RF5-2,XM_011531668.2
P11182,NP_001909.3
P11182,NM_001918.3
P12694-1,NP_000700.1
P12694-1,NM_000709.3
P12694,NP_001158255.1
P12694,NM_001164783.1
P21953-1,NP_000047.1
P21953-1,NM_000056.4
P21953,NP_001305904.1
P21953,NM_001318975.1
P21953-1,NP_898871.1
P21953-1,NM_183050.3
Q9BQT8-2,NP_001164641.1
Q9BQT8-2,NM_001171170.1
Q9BQT8-1,NP_085134.1
Q9BQT8-1,NM_030631.3
Q9ULJ1-1,NP_001007023.2
Q9ULJ1-1,NM_001007022.2
Q9ULJ1-2,NP_001171694.1
Q9ULJ1-2,NM_001184765.1
Q9ULJ1-6,NP_001171695.1
Q9ULJ1-6,NM_001184766.1
Q9ULJ1-3,NP_065780.2
Q9ULJ1-3,NM_020729.2
Q9ULJ1,XP_005271111.1
Q9ULJ1,XM_005271054.3
Q9ULJ1,XP_011540121.1
Q9ULJ1,XM_011541819.2
Q9ULJ1,XP_016857366.1
Q9ULJ1,XM_017001877.1
Q96PU9-3,NP_001273065.1
Q96PU9-3,NM_001286136.1
Q96PU9-1,NP_444510.2
Q96PU9-1,NM_053280.4
A8MYP8-1,NP_001014440.2
A8MYP8-1,NM_001014440.3
Q14990,NP_077721.2
Q14990,NM_024410.3
Q5BJF6-4,NP_001229281.1
Q5BJF6-4,NM_001242352.1
Q5BJF6-1,NP_001229282.1
Q5BJF6-1,NM_001242353.1
Q5BJF6-9,NP_001229283.1
Q5BJF6-9,NM_001242354.1
Q5BJF6-3,NP_002531.3
Q5BJF6-3,NM_002540.4
Q5BJF6-7,NP_702910.1
Q5BJF6-7,NM_153432.1
Q5BJF6-1,NP_702911.1
Q5BJF6-1,NM_153433.1
Q5BJF6,NP_702913.1
Q5BJF6,NM_153435.1
Q5BJF6-10,NP_702914.1
Q5BJF6-10,NM_153436.1
Q5BJF6-5,NP_702915.1
Q5BJF6-5,NM_153437.2
Q5BJF6,XP_006717189.1
Q5BJF6,XM_006717126.3
Q5BJF6,XP_016870261.1
Q5BJF6,XM_017014772.1
Q5BJF6,XP_016870262.1
Q5BJF6,XM_017014773.1
Q5BJF6,XP_016870263.1
Q5BJF6,XM_017014774.1
Q5BJF6,XP_016870264.1
Q5BJF6,XM_017014775.1
Q5BJF6,XP_016870265.1
Q5BJF6,XM_017014776.1
Q5BJF6,XP_016870266.1
Q5BJF6,XM_017014777.1
Q2M2E3,NP_694552.2
Q2M2E3,NM_153007.4
Q02218-3,NP_001003941.1
Q02218-3,NM_001003941.2
Q02218-2,NP_001158508.1
Q02218-2,NM_001165036.1
Q02218-1,NP_002532.2
Q02218-1,NM_002541.3
P36957-1,NP_001924.2
P36957-1,NM_001933.4
P10515,NP_001922.2
P10515,NM_001931.4
P29803,NP_005381.1
P29803,NM_005390.4
P08559-1,NP_000275.1
P08559-1,NM_000284.3
P08559-4,NP_001166925.1
P08559-4,NM_001173454.1
P08559-2,NP_001166926.1
P08559-2,NM_001173455.1
P08559-3,NP_001166927.1
P08559-3,NM_001173456.1
P11177-1,NP_000916.2
P11177-1,NM_000925.3
P11177-3,NP_001166939.1
P11177-3,NM_001173468.1
P11177-2,NP_001302465.1
P11177-2,NM_001315536.1
O00330-3,NP_001128496.1
O00330-3,NM_001135024.1
O00330-2,NP_001159630.1
O00330-2,NM_001166158.1
O00330-1,NP_003468.2
O00330-1,NM_003477.2
Q5SWX8-2,NP_001157717.1
Q5SWX8-2,NM_001164245.1
Q5SWX8-4,NP_001157718.1
Q5SWX8-4,NM_001164246.1
Q5SWX8-1,NP_060317.3
Q5SWX8-1,NM_017847.5
Q5SWX8-1,XP_011507962.1
Q5SWX8-1,XM_011509660.1
O75665-3,NP_001317138.1
O75665-3,NM_001330209.1
O75665-1,NP_003602.1
O75665-1,NM_003611.2
Q9H488-1,NP_056167.1
Q9H488-1,NM_015352.1
Q9H488-2,NP_758436.1
Q9H488-2,NM_172236.1
Q9Y2G5-1,NP_056042.1
Q9Y2G5-1,NM_015227.4
Q9Y2G5-3,NP_598368.2
Q9Y2G5-3,NM_133635.4
O60502-4,NP_001135906.1
O60502-4,NM_001142434.1
O60502-1,NP_036347.1
O60502-1,NM_012215.3
Q9ULD0-2,NP_001137468.1
Q9ULD0-2,NM_001143996.1
Q9ULD0-3,NP_001137469.1
Q9ULD0-3,NM_001143997.1
Q9ULD0-1,NP_001334748.1
Q9ULD0-1,NM_001347819.1
Q9ULD0-2,NP_001334749.1
Q9ULD0-2,NM_001347820.1
Q9ULD0-3,NP_001334750.1
Q9ULD0-3,NM_001347821.1
Q9ULD0-3,NP_001334751.1
Q9ULD0-3,NM_001347822.1
Q9ULD0-1,NP_060715.2
Q9ULD0-1,NM_018245.2
Q9ULD0-1,XP_011538248.1
Q9ULD0-1,XM_011539946.1
Q8N543-2,NP_001311291.1
Q8N543-2,NM_001324362.1
Q8N543-1,NP_060703.3
Q8N543-1,NM_018233.3
Q6N063-1,NP_001291762.1
Q6N063-1,NM_001304833.1
Q6N063-4,NP_001291763.1
Q6N063-4,NM_001304834.1
Q6N063-4,NP_001291764.1
Q6N063-4,NM_001304835.1
Q6N063-4,NP_001291765.1
Q6N063-4,NM_001304836.1
Q6N063-4,NP_001291766.1
Q6N063-4,NM_001304837.1
Q6N063-4,NP_001291767.1
Q6N063-4,NM_001304838.1
Q6N063-2,NP_078899.1
Q6N063-2,NM_024623.2
Q6PK18-1,NP_078924.1
Q6PK18-1,NM_024648.2
Q6PK18-2,NP_787098.3
Q6PK18-2,NM_175902.4
Q9NZT2-1,NP_031372.2
Q9NZT2-1,NM_007346.3
O15527-1,NP_002533.1
O15527-1,NM_002542.5
O15527-2,NP_058212.1
O15527-2,NM_016819.3
O15527-3,NP_058213.1
O15527-3,NM_016820.3
